date,open,high,low,close,depeg_1d,depeg_3d,depeg_5d,depeg_7d,PL_3,PH_3,PL_5,PH_5,PL_7,PH_7,volume,V_monthly,ThreshD,ThreshU,marketCap,circulatingSupply,WLUNA_close
2022-10-03,0.9997888233,1.0009811443,0.9990210114,1.000059699,0,0,0,0,0.9995020153,0.9998850798,0.9995020153,0.9998850798,0.9992559306,0.9998858245,501442923.42,12928947990.649996,0.9957393198075029,1.0042606801924971,6780968047.87,6780563255.15,3.1066039121e-4
2022-10-04,1.0000061221,1.0013586814,0.9991671069,0.9998850798,0,0,0,0,0.9995020153,0.9996666481,0.9995020153,0.9998858245,0.9992559306,0.9998858245,327088390.86,12724763607.009998,0.9957166513526504,1.0042833486473497,6818037013.55,6818820633.8,3.0500468123e-4
2022-10-05,0.9998112789,1.0006294673,0.9989498184,0.9996666481,0,0,0,0,0.9995020153,0.9997634557,0.9992559306,0.9998858245,0.9992559306,0.9998858245,275309290.16,12480936283.659998,0.995688937908463,1.004311062091537,6794273219.1,6796538858.44,3.0132406996e-4
2022-10-06,0.9997623932,1.0007723832,0.998870425,0.9995020153,0,0,0,0,0.9996266131,0.9998858245,0.9992559306,0.9998858245,0.9992559306,0.9998858245,389948694.34,12297143545.659998,0.9956675663621112,1.0043324336378887,6785388151.78,6788768854.68,2.8525646471e-4
2022-10-07,0.9995787108,1.0001994152,0.9983936706,0.9996266131,0,0,0,0,0.9992559306,0.9998858245,0.9992559306,0.9998858245,0.9992559306,1.000115539,329802094.67,12121949837.509998,0.995646794466965,1.004353205533035,6768125576.44,6770653649.59,2.8955342747e-4
2022-10-08,0.9997025218,1.0002289726,0.99884466,0.9997634557,0,0,0,0,0.9992559306,0.9998858245,0.9992559306,0.9998858245,0.9992559306,1.000115539,164222589.77,11895151494.82,0.9956193017341898,1.0043806982658103,6770172434.46,6771774259.14,2.9455713648e-4
2022-10-09,0.9999110363,1.0002359695,0.9990957312,0.9998858245,0,0,0,0,0.9992559306,0.9996904233,0.9992559306,1.000115539,0.9992559306,1.000115539,183634480.76,11611596816.56,0.9955839293025528,1.0044160706974474,6763322037.14,6764094331.31,3.0593473215e-4
2022-10-10,0.9998804085,1.0005126503,0.9985707354,0.9992559306,0,0,0,0,0.9992986419,0.9996904233,0.9992986419,1.000115539,0.9992986419,1.000115539,240484177.67,11506465732.77,0.9955705206246382,1.004429479375362,6734011393.87,6739025696.96,2.8828740227e-4
2022-10-11,0.9992393956,1.0003251441,0.9986515686,0.9996904233,0,0,0,0,0.9992986419,1.000115539,0.9992986419,1.000115539,0.9992986419,1.000115539,357029174.01,11523492541.510002,0.9955727033273372,1.0044272966726628,6672652254.61,6674718591.88,2.8066135431e-4
2022-10-12,0.999690385,1.0002957023,0.9992255998,0.9992986419,0,0,0,0,0.9996431509,1.000115539,0.9995589418,1.000115539,0.9995589418,1.000115539,234673316.46,11289051025.19,0.9955422656087644,1.0044577343912358,6659402972.56,6664076876.91,2.8687099002e-4
2022-10-13,0.9992453387,1.0010388081,0.9983764069,0.9996431509,0,0,0,0,0.9996667074,1.000115539,0.9995589418,1.000115539,0.9995589418,1.000115539,595469371,11033189248.26,0.9955080700240532,1.0044919299759467,6492485057.43,6494802722.03,2.7782491009e-4
2022-10-14,0.9996565388,1.0015331354,0.9987222392,1.000115539,0,0,0,0,0.9995589418,0.9998059632,0.9995589418,1.000107101,0.9995589418,1.000107101,450740086.14,10785519185.349998,0.9954739468658248,1.004526053134175,6488306954.44,6487557388.37,2.71767565e-4
2022-10-15,1.0001261382,1.0004964595,0.9990833669,0.9996667074,0,0,0,0,0.9995589418,0.9998059632,0.9995589418,1.000107101,0.9995589418,1.000107101,148295989.58,10239265930.999998,0.995394850581836,1.004605149418164,6473665492.49,6475823836.67,2.6482960728e-4
2022-10-16,0.9996161794,1.0006278825,0.9992164526,0.9998059632,0,0,0,0,0.9995589418,1.000107101,0.9995589418,1.000107101,0.9995589418,1.0001712109,177002768.45,9973465060.660002,0.9953542984128568,1.004645701587143,6478295358.17,6479552629.74,2.6319239443e-4
2022-10-17,0.9998052607,1.0006524861,0.9990858528,0.9995589418,0,0,0,0,0.9996777639,1.000107101,0.9996777639,1.000107101,0.9996777639,1.0001712109,312685002.47,10095151156.150002,0.995373040217421,1.004626959782579,6456597514.95,6459446506.82,2.6396933438e-4
2022-10-18,0.9995639049,1.0006454958,0.9989369602,0.9996777639,0,0,0,0,0.9997488597,1.000107101,0.9997488597,1.0001712109,0.9997425027,1.0001712109,238858211.84,9962746883.420002,0.9953526330218456,1.0046473669781544,6460128683.33,6462211040.86,2.5268405574e-4
2022-10-19,0.999791671,1.0004917368,0.998782568,1.000107101,0,0,0,0,0.9997488597,0.9999243857,0.9997425027,1.0001712109,0.9997425027,1.0001712109,213774998.9,9687102449.18,0.9953089646850656,1.0046910353149343,6335801681.37,6335123183.28,2.5235966108e-4
2022-10-20,0.9997780048,1.0005777975,0.9987892949,0.9997488597,0,0,0,0,0.9999164007,1.0001712109,0.9997425027,1.0001712109,0.9997204968,1.0001712109,198971784.55,9534787056.71,0.9952841172305088,1.0047158827694913,6251656269.65,6253226706.63,2.3639280454e-4
2022-10-21,0.9996911596,1.0012110591,0.9987106659,0.9999164007,0,0,0,0,0.9997425027,1.0001712109,0.9997425027,1.0001712109,0.9997204968,1.0003057529,254454491.46,9302082560.04,0.9952451158863184,1.0047548841136815,6205158394.72,6205677185.24,2.3704821e-4
2022-10-22,0.9999482887,1.0006045452,0.9991388067,0.9999243857,0,0,0,0,0.9997425027,1.0001712109,0.9997204968,1.0001712109,0.9997204968,1.0003057529,202638326.07,9129151983.79,0.9952152800796036,1.0047847199203963,6212839277.74,6213309092.8,2.3256396849e-4
2022-10-23,0.9999309227,1.0010603257,0.9989710804,1.0001712109,0,0,0,0,0.9997425027,0.9999536544,0.9997204968,1.0003057529,0.9997204968,1.0003057529,169650071.5,9002290205.650002,0.9951929091468618,1.004807090853138,6247692839.7,6246623349.6,2.3919954817e-4
2022-10-24,1.0003586541,1.0008306366,0.9985866276,0.9997425027,0,0,0,0,0.9997204968,0.9999536544,0.9997204968,1.0003057529,0.9997204968,1.0003057529,268269167.26,9024896848.51,0.9951969262953048,1.0048030737046951,6241992772.74,6243600483.08,2.3077949953e-4
2022-10-25,0.9997054044,1.0019189139,0.9983738468,0.9999536544,0,0,0,0,0.9997204968,1.0003057529,0.9997204968,1.0003057529,0.9997204968,1.0003057529,346286705,9175378058.43,0.9952233288415194,1.0047766711584805,6236933042.96,6237222110.61,2.3755021089e-4
2022-10-26,0.9998092416,1.0010288262,0.9989382345,0.9997745693,0,0,0,0,0.9997204968,1.0003057529,0.9997204968,1.0003057529,0.9997204968,1.0003057529,356099702.81,9207690874.19,0.9952289230273044,1.0047710769726956,6248093493.62,6249502323.15,2.4385403576e-4
