date,open,high,low,close,depeg_1d,depeg_3d,depeg_5d,depeg_7d,PL_3,PH_3,PL_5,PH_5,PL_7,PH_7,volume,V_monthly,ThreshD,ThreshU,marketCap,circulatingSupply
2019-01-17,1.0100178771,1.044891531,1.0095703614,1.0303526625,1,1,1,1,1.0114106114,1.0166690627,1.008540964,1.0166690627,1.008540964,1.0166690627,41708422.16,799721371.3100001,0.989226575660811,1.010773424339189,322975566.959863,313461185.4
2019-01-18,1.0290605267,1.0354523714,1.0098301904,1.0131148306,1,1,1,1,1.0114106114,1.0166690627,1.008540964,1.0166690627,1.008540964,1.0166690627,18899249.35,772268485.46,0.9891003999441749,1.010899600055825,326379673.600693,322154669.67
2019-01-19,1.0098771681,1.0147764571,1.0026104619,1.0114106114,1,1,1,1,1.008540964,1.0166690627,1.008540964,1.0166690627,1.008540964,1.0166690627,15830399.92,729122127.42,0.988889509291175,1.0111104907088249,325827498.615332,322151552.45
2019-01-20,1.012287445,1.0286188324,1.0104747852,1.0166690627,1,1,1,1,1.008540964,1.0125469309,1.008540964,1.0125469309,1.008540964,1.0139415885,14934092.26,697452715.89,0.9887238266577947,1.0112761733422053,327478050.118495,322108798.35
2019-01-21,1.015444668,1.0227646131,1.0066863856,1.0125469309,0,0,1,1,1.008540964,1.0102709031,1.008540964,1.0124759508,1.008540964,1.0139415885,12277261.23,683507027.5,0.9886476526210585,1.0113523473789414,328795313.046702,324721060.33
2019-01-22,1.013008213,1.0166891475,1.0064815591,1.008540964,0,1,1,1,1.0087350423,1.0120500909,1.0087350423,1.0139415885,1.0087350423,1.0140503551,18848807.08,678726666.85,0.9886210629263383,1.0113789370736617,332524897.921907,329708866.37
2019-01-23,1.0087171131,1.0133860084,1.0062888047,1.0087350423,0,1,1,1,1.0102709031,1.0124759508,1.0102709031,1.0139415885,1.0102709031,1.0140503551,14686835.44,649791901.33,0.9884546110434959,1.0115453889565043,315423713.140226,312692332.38
2019-01-24,1.0092522275,1.0130397324,1.0066487358,1.0102709031,1,1,1,1,1.0120500909,1.0139415885,1.0118024359,1.0140503551,1.0118024359,1.0140503551,19309436.87,641490769.4300001,0.9884050237661276,1.0115949762338725,323387385.892337,320099673.17
2019-01-25,1.0109688715,1.0135932622,1.008942501,1.0120500909,1,1,1,1,1.0118024359,1.0139415885,1.0118024359,1.0140503551,1.0118024359,1.0158444053,16078526.37,637782892.7400001,0.9883825972763574,1.0116174027236426,326799020.612192,322907950.46
2019-01-26,1.0119751201,1.0153298315,1.0063152532,1.0124759508,1,1,1,1,1.0118024359,1.0140503551,1.0118024359,1.0140503551,1.0118024359,1.0183379017,12311593.21,627075203.8900001,0.9883168453903977,1.0116831546096023,326739212.153764,322713059.88
2019-01-27,1.0137161292,1.019325933,1.0116098856,1.0139415885,1,1,1,1,1.0118024359,1.0140503551,1.0118024359,1.0158444053,1.0118024359,1.0183379017,17334193.18,615435299.3700001,0.9882436493093351,1.0117563506906648,333585021.910559,328998263.51
2019-01-28,1.0146559216,1.0191195206,1.0109574326,1.0118024359,1,1,1,1,1.0124848392,1.0140503551,1.0124848392,1.0183379017,1.0114252973,1.0183379017,34421447.68,627073049.9499999,0.9883168320135483,1.0116831679864517,318116020.307421,314405272.24
2019-01-29,1.0117939447,1.01739375,1.0100760778,1.0140503551,1,1,1,1,1.0124848392,1.0158444053,1.0124848392,1.0183379017,1.0087294241,1.0183379017,26620697.75,635156522.5999999,0.9883666066558008,1.0116333933441992,318523791.89622,314110428.84
2019-01-30,1.0138430646,1.0165124789,1.0098802883,1.0132331752,1,1,1,1,1.0124848392,1.0183379017,1.0114252973,1.0183379017,1.0087294241,1.0183379017,28233800.64,642414619.1499999,0.9884105846371911,1.0115894153628089,318185577.981878,314029964.46
2019-01-31,1.0131619496,1.0157689314,1.0007580246,1.0124848392,1,1,1,1,1.0142435009,1.0183379017,1.0087294241,1.0183379017,1.0087294241,1.0183379017,30016994.15,655423760.4499999,0.9884877748988866,1.0115122251011133,297790025.097145,294118009.04
2019-02-01,1.0117652244,1.0318915072,1.0078204818,1.0158444053,1,1,1,1,1.0114252973,1.0183379017,1.0087294241,1.0183379017,1.0087294241,1.0183379017,26896946.93,664194894.9799999,0.9885386751429953,1.0114613248570046,303077424.572742,298350242.4
2019-02-02,1.0147540083,1.0183636555,1.0110247574,1.0183379017,1,1,1,1,1.0087294241,1.0142435009,1.0087294241,1.0142435009,1.0087294241,1.0173124368,23207115.11,672122198.9699999,0.9885839134293136,1.0114160865706863,303768811.510232,298298640.37
2019-02-03,1.015590316,1.0169001175,1.0066406675,1.0142435009,1,1,1,1,1.0087294241,1.0130506122,1.0087294241,1.0173124368,1.0087294241,1.0173124368,26365349.13,681284512.13,0.98863532131678,1.01136467868322,302531642.037434,298283047.19
2019-02-04,1.0137598539,1.0167350854,1.009285437,1.0114252973,0,1,1,1,1.0087294241,1.0130506122,1.0087294241,1.0173124368,1.0087294241,1.0173124368,24242526.29,690098867.3699999,0.9886839142837063,1.0113160857162937,291806351.343298,288510038.39
