"model","window","coin","horizon","feature","baseline_logloss","perm_logloss_mean","perm_logloss_sd","importance_logloss"
"RF","Window 1","DAI","depeg_5d","dist_from_ma_7d",0.527227948135894,0.529531789019271,0.000377029419410711,0.00230384088337698
"RF","Window 1","DAI","depeg_5d","value",0.527227948135894,0.529215556377131,0.000314651232758259,0.00198760824123689
"RF","Window 1","DAI","depeg_5d","pct_close_30d",0.527227948135894,0.529139652585653,0.00116321516458794,0.00191170444975919
"RF","Window 1","DAI","depeg_5d","log_return",0.527227948135894,0.528756094979029,0.00050825104518509,0.00152814684313474
"RF","Window 1","DAI","depeg_5d","gini_coefficient",0.527227948135894,0.528726642226384,0.000651144111057394,0.00149869409048964
"RF","Window 1","DAI","depeg_5d","gross_inflow",0.527227948135894,0.528593530134642,0.000435324944880615,0.00136558199874837
"RF","Window 1","DAI","depeg_5d","close_lag1d",0.527227948135894,0.528373567612462,0.000569599536615746,0.00114561947656855
"RF","Window 1","DAI","depeg_5d","pct_low_3d",0.527227948135894,0.528222209490317,0.000340277729971637,0.00099426135442271
"RF","Window 1","DAI","depeg_5d","ema_7d",0.527227948135894,0.528212481149717,0.000298643259305255,0.000984533013823174
"RF","Window 1","DAI","depeg_5d","pct_close_1d",0.527227948135894,0.528119751403454,0.000252664372233215,0.000891803267560554
"RF","Window 1","DAI","depeg_5d","marketCap",0.527227948135894,0.527829419883202,0.000166566423991185,0.000601471747308513
"RF","Window 1","DAI","depeg_5d","log_diff_gini",0.527227948135894,0.527774093911148,0.00021273398330752,0.000546145775253915
"RF","Window 1","DAI","depeg_5d","gini_7d_avg",0.527227948135894,0.527770321587559,0.00307451944113206,0.000542373451665412
"RF","Window 1","DAI","depeg_5d","pct_open_7d",0.527227948135894,0.527734564384218,0.00104584407270942,0.000506616248323932
"RF","Window 1","DAI","depeg_5d","pct_high_30d",0.527227948135894,0.527688571397176,0.00107650554293068,0.000460623261281823
"RF","Window 1","DAI","depeg_5d","circulatingSupply",0.527227948135894,0.527571624577381,9.78849916680276e-05,0.000343676441487362
"RF","Window 1","DAI","depeg_5d","gross_outflow",0.527227948135894,0.527498338070784,0.000181961677253677,0.000270389934889592
"RF","Window 1","DAI","depeg_5d","pct_high_3d",0.527227948135894,0.527421145030299,0.000237464134825387,0.000193196894405334
"RF","Window 1","DAI","depeg_5d","rvol",0.527227948135894,0.527285081222457,0.000422332885748502,5.71330865626329e-05
"RF","Window 1","DAI","depeg_5d","close_usdc",0.527227948135894,0.527264527999393,0.000348842674691948,3.65798634990311e-05
"RF","Window 1","DAI","depeg_5d","token_address",0.527227948135894,0.527227948135894,0,0
"RF","Window 1","DAI","depeg_5d","pct_high_1d",0.527227948135894,0.527209567918129,0.000287474847609315,-1.83802177645687e-05
"RF","Window 1","DAI","depeg_5d","log_diff_pin",0.527227948135894,0.52720859258742,0.000286496937360887,-1.93555484738761e-05
"RF","Window 1","DAI","depeg_5d","pin_proxy",0.527227948135894,0.527159869376227,0.000685882342883435,-6.80787596673005e-05
"RF","Window 1","DAI","depeg_5d","volume",0.527227948135894,0.527155206135999,0.00013558679608017,-7.27419998947099e-05
"RF","Window 1","DAI","depeg_5d","big_players_vol_pct",0.527227948135894,0.527099042805723,0.000765954979803776,-0.000128905330171403
"RF","Window 1","DAI","depeg_5d","pct_open_1d",0.527227948135894,0.527098517358211,0.000476012680715288,-0.000129430777682682
"RF","Window 1","DAI","depeg_5d","close_wluna",0.527227948135894,0.527081184530878,0.000201296876263132,-0.000146763605015421
"RF","Window 1","DAI","depeg_5d","net_flow_7d_avg",0.527227948135894,0.527074705885172,0.00110487831174807,-0.000153242250721886
"RF","Window 1","DAI","depeg_5d","log_diff_entropy",0.527227948135894,0.52702400429482,0.000701017353112493,-0.000203943841074361
"RF","Window 1","DAI","depeg_5d","pct_high_7d",0.527227948135894,0.527018803240223,0.000347618492951041,-0.000209144895671254
"RF","Window 1","DAI","depeg_5d","pct_low_7d",0.527227948135894,0.526943383129377,0.000294427337337889,-0.000284565006516524
"RF","Window 1","DAI","depeg_5d","entropy_7d_avg",0.527227948135894,0.526691924062628,0.00122175193867297,-0.000536024073266361
"RF","Window 1","DAI","depeg_5d","shannon_entropy",0.527227948135894,0.526660032160515,0.000411434279237251,-0.000567915975379307
"RF","Window 1","DAI","depeg_5d","log_diff_net_flow",0.527227948135894,0.526630781678468,0.000327244686881562,-0.000597166457425691
"RF","Window 1","DAI","depeg_5d","net_swap_flow",0.527227948135894,0.526580006444143,0.00090350404488967,-0.000647941691750531
"RF","Window 1","DAI","depeg_5d","close_usdt",0.527227948135894,0.526286763683145,0.000432452314735148,-0.0009411844527486
"RF","Window 1","DAI","depeg_5d","rsi_14",0.527227948135894,0.526150003809947,0.000640244500412343,-0.00107794432594699
"RF","Window 1","DAI","depeg_5d","pct_open_3d",0.527227948135894,0.526128048279097,0.000593223155710277,-0.00109989985679659
"RF","Window 1","DAI","depeg_5d","bb_pctb",0.527227948135894,0.52610566293781,0.000888759399384244,-0.00112228519808344
"RF","Window 1","DAI","depeg_5d","close_pax",0.527227948135894,0.52609537341012,0.000829801093406422,-0.00113257472577377
"RF","Window 1","DAI","depeg_5d","ma_30d",0.527227948135894,0.525351912316236,0.000633878936645947,-0.00187603581965801
"RF","Window 1","DAI","depeg_5d","pin_7d_avg",0.527227948135894,0.52529709611615,0.00173600288843602,-0.00193085201974441
"RF","Window 1","DAI","depeg_5d","close_lag7d",0.527227948135894,0.524895065437979,0.00122957350954243,-0.00233288269791521
"RF","Window 1","DAI","depeg_5d","n_big_players",0.527227948135894,0.523845616491529,0.000870212820508166,-0.00338233164436508
"RF","Window 1","DAI","depeg_5d","big_player_7d_avg",0.527227948135894,0.521728539825576,0.00118035932349729,-0.00549940831031792
"RF","Window 1","DAI","depeg_7d","volatility_30d",0.560047419679179,0.664239757251543,0.020075973977991,0.104192337572364
"RF","Window 1","DAI","depeg_7d","parkinson_7d",0.560047419679179,0.60567703859036,0.00769498801577325,0.0456296189111811
"RF","Window 1","DAI","depeg_7d","volatility_7d",0.560047419679179,0.574740486068769,0.00216986278410382,0.0146930663895903
"RF","Window 1","DAI","depeg_7d","V_monthly",0.560047419679179,0.56898958109004,0.00131040537179898,0.00894216141086146
"RF","Window 1","DAI","depeg_7d","parkinson_daily",0.560047419679179,0.566035319083602,0.000858506938269115,0.00598789940442357
"RF","Window 1","DAI","depeg_7d","abs_peg_deviation",0.560047419679179,0.56421258953597,0.00147540252555284,0.00416516985679172
"RF","Window 1","DAI","depeg_7d","intraday_range",0.560047419679179,0.563458605627073,0.000752164456712563,0.00341118594789469
"RF","Window 1","DAI","depeg_7d","volume",0.560047419679179,0.562905672479012,0.000739513671860782,0.00285825279983287
"RF","Window 1","DAI","depeg_7d","volatility_3d",0.560047419679179,0.562708744216008,0.00178213137379693,0.00266132453682943
"RF","Window 1","DAI","depeg_7d","circulatingSupply",0.560047419679179,0.562256799310826,0.000386186652917497,0.00220937963164702
"RF","Window 1","DAI","depeg_7d","pct_high_30d",0.560047419679179,0.562024394733879,0.000662703802726325,0.0019769750547004
"RF","Window 1","DAI","depeg_7d","ma_7d",0.560047419679179,0.56174708364726,0.000488055911235675,0.00169966396808174
"RF","Window 1","DAI","depeg_7d","marketCap",0.560047419679179,0.56142389492494,0.000487846809556148,0.00137647524576101
"RF","Window 1","DAI","depeg_7d","gross_inflow",0.560047419679179,0.561393620672371,0.000282456543420448,0.00134620099319216
"RF","Window 1","DAI","depeg_7d","gini_coefficient",0.560047419679179,0.561175588937002,0.000711430779726331,0.00112816925782289
"RF","Window 1","DAI","depeg_7d","log_diff_entropy",0.560047419679179,0.56111558510347,0.000517143193016942,0.00106816542429122
"RF","Window 1","DAI","depeg_7d","pct_open_30d",0.560047419679179,0.561076403272669,0.000450330451772578,0.00102898359349002
"RF","Window 1","DAI","depeg_7d","gross_outflow",0.560047419679179,0.561058203930797,0.000577515574644285,0.00101078425161794
"RF","Window 1","DAI","depeg_7d","value",0.560047419679179,0.560958464205068,0.000394650221103426,0.000911044525889748
"RF","Window 1","DAI","depeg_7d","pct_low_30d",0.560047419679179,0.560941902319366,0.000336187623568239,0.000894482640186878
"RF","Window 1","DAI","depeg_7d","pct_close_30d",0.560047419679179,0.560870223436663,0.000953816140933737,0.000822803757484447
"RF","Window 1","DAI","depeg_7d","log_diff_pin",0.560047419679179,0.560770717438649,0.00036046614288967,0.000723297759470443
"RF","Window 1","DAI","depeg_7d","gini_7d_avg",0.560047419679179,0.560753319778339,0.00113732357317831,0.000705900099160162
"RF","Window 1","DAI","depeg_7d","dist_from_lower_band",0.560047419679179,0.560658115675776,0.00218486119440116,0.000610695996597244
"RF","Window 1","DAI","depeg_7d","close_lag1d",0.560047419679179,0.560519433525205,0.000757642737666964,0.000472013846026242
"RF","Window 1","DAI","depeg_7d","pct_high_3d",0.560047419679179,0.560455526685168,0.000314226705830372,0.000408107005988922
"RF","Window 1","DAI","depeg_7d","pin_proxy",0.560047419679179,0.560433105568248,0.000356254496932541,0.000385685889068954
"RF","Window 1","DAI","depeg_7d","log_diff_gini",0.560047419679179,0.560418100885748,0.000363739312493392,0.000370681206569357
"RF","Window 1","DAI","depeg_7d","close_usdc",0.560047419679179,0.560342131412721,0.000428690295744186,0.000294711733542341
"RF","Window 1","DAI","depeg_7d","big_players_vol_pct",0.560047419679179,0.560338052054178,0.000414251140138173,0.000290632374998934
"RF","Window 1","DAI","depeg_7d","pct_low_7d",0.560047419679179,0.560247046638153,0.000459934283017004,0.000199626958973909
